generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,10.411811,13.985486
2,30.289573,24.31209,3.913188
3,75.213103,28.968528,7.587122
4,75.213103,32.626448,9.478417
5,75.213103,40.004125,14.704029
6,75.213103,59.599663,11.060002
7,75.213103,75.213103,2e-06
8,75.213103,75.213103,2e-06
9,75.213103,75.213103,2e-06
10,75.213103,75.213103,2e-06
