generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,6.339276,20.714089
2,57.16227,14.911102,26.969947
3,57.16227,27.272962,30.191031
4,57.16227,39.834227,27.009013
5,59.092245,52.038691,16.056999
6,59.092245,54.213915,12.118224
7,59.092245,54.62807,11.106108
8,59.092245,56.695655,6.411364
9,59.092245,57.702663,0.866557
10,59.092245,58.165857,0.964215
