generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.84704,35.67981,44.684961
2,91.84704,64.61707,40.746281
3,91.84704,82.444482,24.194919
4,91.84704,87.166431,15.155239
5,91.84704,91.079896,3.614158
6,91.84704,89.040281,14.362111
7,91.84704,85.626473,21.311584
8,91.84704,87.620252,16.903736
9,91.84704,83.562042,24.961212
10,91.84704,91.36752,2.535049
