generation,best,mean,std
0,91.84704,11.513878,32.653315
1,92.327,52.755141,33.849767
2,92.927,91.850367,0.217807
3,92.927,92.060468,0.389916
4,92.927,92.561233,0.288023
5,93.127,92.931,0.028
6,93.127,92.955,0.069397
7,93.127,93.047,0.09798
8,93.127,93.127,2e-06
9,93.127,93.127,2e-06
10,93.127,93.127,2e-06
