generation,best,mean,std
0,56.773463,1.925769,14.35191
1,65.767552,20.496403,15.817946
2,65.767552,39.93327,16.458491
3,65.87095,60.203068,4.357855
4,85.815851,66.168649,2.806877
5,85.815851,70.775267,8.546588
6,85.815851,80.589225,8.545448
7,85.815851,85.815851,3e-06
8,85.815851,85.815851,3e-06
9,85.815851,85.815851,3e-06
10,85.815851,85.815851,3e-06
