generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.286267,18.041709,21.483196
2,57.732142,49.875191,13.167657
3,75.716796,57.549406,2.595645
4,75.716796,58.159473,3.790122
5,75.716796,60.180693,5.900119
6,75.716796,66.571017,7.691614
7,75.716796,75.716796,2e-06
8,75.747727,75.717415,0.00433
9,75.747727,75.718033,0.006061
10,75.747727,75.717415,0.00433
