generation,best,mean,std
0,56.773463,1.925769,14.35191
1,21.174,4.046709,12.270246
2,47.773463,11.990799,13.690316
3,47.773463,18.425932,14.278038
4,74.714002,20.466955,15.270305
5,47.773463,25.278732,12.858279
6,56.773463,26.501994,13.828627
7,66.478539,31.326193,15.858389
8,66.478539,35.611678,17.100354
9,66.478539,38.895316,17.14266
10,66.478539,43.554292,11.923708
