generation,best,mean
0,-20.0,-90.3,17.461672
1,-10.0,-83.3,23.876976
2,-30.0,-77.6,19.550959
3,-10.0,-71.3,18.311472
4,0.0,-64.0,19.287302
5,0.0,-59.5,22.287889
6,-20.0,-54.4,24.872475
7,-20.0,-46.5,27.399818
8,-20.0,-41.2,28.470335
9,-10.0,-42.4,30.98774
10,-10.0,-37.3,29.558586
11,0.0,-37.5,29.912372
12,-10.0,-33.4,27.357631
13,-10.0,-30.8,23.137848
14,-10.0,-25.1,17.916194
15,-10.0,-27.2,22.319498
