generation,best,mean
0,-8.297812,-83.956381,28.084648
1,-13.885618,-79.524543,27.553408
2,14.650481,-60.883044,32.221881
3,14.650481,-43.721348,31.303624
4,14.650481,-29.860036,26.142389
5,17.792987,-15.75808,27.912892
6,17.792987,-12.29039,35.521133
7,17.792987,-6.173243,35.376655
8,18.326879,1.825642,31.123824
9,17.792987,4.12808,28.721844
10,17.792987,9.272165,20.452935
