generation,best,mean
0,-30.419974,-87.504026,22.467361
1,-30.419974,-80.648936,23.216961
2,-30.419974,-70.260872,25.390672
3,-23.66835,-56.940029,27.197293
4,-23.66835,-47.158035,23.636001
5,-29.763107,-46.348571,24.899909
6,-29.763107,-41.745389,19.278508
7,-29.763107,-36.881726,15.559664
8,-23.66835,-39.119332,21.657391
9,-23.66835,-37.352378,19.609455
10,-23.66835,-41.668439,26.274109
