generation,best,mean,std
0,57.16227,-0.106978,12.472013
1,57.16227,14.127,16.209208
2,57.16227,32.469697,13.063908
3,57.16227,52.760187,9.677502
4,57.16227,57.16227,2e-06
5,57.256997,57.164164,0.013262
6,57.256997,57.166059,0.018563
7,57.276415,57.179709,0.037312
8,59.092245,57.279694,0.261769
9,59.092245,57.338562,0.358093
10,66.241098,57.886235,1.803138
