generation,best,mean
0,-8.297812,-83.956381,28.084648
1,5.347735,-77.124132,30.621142
2,5.347735,-49.254447,37.589366
3,14.650481,-34.699344,40.703201
4,14.650481,-17.623592,29.713409
5,14.650481,-10.978134,20.136645
6,19.112871,1.970619,13.215423
7,19.112871,2.032036,18.505325
8,19.112871,4.637231,19.598038
9,19.112871,7.508135,17.705537
10,19.112871,15.58478,1.649583
