generation,best,mean,std
0,91.84704,11.513878,32.653315
1,91.772379,22.468813,35.437988
2,91.772379,33.502121,37.865307
3,91.772379,62.250992,35.575628
4,91.772379,71.247579,36.772008
5,91.772379,83.863801,21.82583
6,91.772379,91.497656,1.091301
7,92.090612,89.675217,13.593041
8,91.772379,88.588829,16.003232
9,91.772379,87.674871,17.687747
10,91.772379,88.779101,14.695562
