generation,best,mean,std
0,56.773463,1.925769,14.35191
1,65.783394,23.211715,15.890105
2,83.942332,45.969471,16.837823
3,65.783394,58.044908,3.122416
4,65.783394,61.292438,4.486521
5,74.769519,65.963116,1.258057
6,74.769519,66.682006,2.695837
7,74.857963,68.121555,3.944624
8,74.857963,71.721391,4.262005
9,74.857963,74.801825,0.041949
10,74.857963,74.857963,3e-06
