generation,best,mean
0,-8.297812,-83.956381,28.084648
1,-4.627007,-71.457054,36.298389
2,14.650481,-58.12794,38.549469
3,15.818325,-51.856504,40.189027
4,12.878289,-45.137445,37.529129
5,12.878289,-26.950212,28.884647
6,12.878289,-21.118068,33.995766
7,14.650481,-8.957907,28.225048
8,12.878289,-6.544675,34.650277
9,14.650481,3.122296,23.044499
10,15.706008,4.529278,21.7282
